OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Isolate	Isolate_percent_id	Isolate_query_cover	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_6372	Amoebozoa								0	0		0	0
FOTU_5355	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Kretzschmaria	Kretzschmaria deusta		0	0	Fungi	96.500	100
FOTU_2604									0	0		0	0
FOTU_6012	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0		0	0
FOTU_2598	Fungi	Chytridiomycota							0	0		0	0
FOTU_5277	Fungi	Ascomycota							0	0		0	0
FOTU_4882	Fungi								0	0	Fungi	92.949	77
FOTU_9068	Fungi								0	0		0	0
FOTU_2759	Viridiplantae	Anthophyta	Eudicotyledonae	Fabales	Fabaceae				0	0		0	0
FOTU_10911									0	0		0	0
FOTU_7897									0	0		0	0
FOTU_3233	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Rosellinia	Rosellinia subiculata		0	0	Fungi	100.000	82
FOTU_9641	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_2803									0	0		0	0
FOTU_4710	Fungi								0	0		0	0
FOTU_9397	Fungi								0	0		0	0
FOTU_3396	Fungi	Ascomycota	Sordariomycetes	Melanosporales					0	0	Fungi	79.459	93
FOTU_5941	Fungi								0	0	Fungi	83.495	100
FOTU_2161	Fungi								0	0		0	0
FOTU_5103									0	0		0	0
FOTU_8639	Fungi								0	0	Fungi	80.982	81
FOTU_6814	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_8010	Alveolata	Ciliophora							0	0		0	0
FOTU_2510	Fungi	Ascomycota							0	0		0	0
FOTU_8022	Fungi	Chytridiomycota							0	0		0	0
FOTU_6926	Fungi								0	0		0	0
FOTU_2744	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium			0	0	Fungi	88.119	100
FOTU_11430	Fungi	Chytridiomycota							0	0		0	0
FOTU_5358	Fungi								0	0		0	0
FOTU_4143	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0		0	0
FOTU_3020	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum atrogriseum		0	0	Fungi	100.000	79
FOTU_3888	Fungi	Ascomycota							0	0		0	0
FOTU_6417	Rhizaria	Cercozoa							0	0		0	0
FOTU_5668	Fungi								0	0		0	0
FOTU_6549									0	0		0	0
FOTU_5328	Fungi	Chytridiomycota							0	0		0	0
FOTU_4311	Fungi	Ascomycota	Sordariomycetes						0	0	Fungi	85.405	89
FOTU_4338	Fungi	Apicomplexa	Aconoidasida	Incertae_sedis	Babesiidae	Babesia			0	0		0	0
FOTU_7338									0	0		0	0
FOTU_3686	Fungi								0	0		0	0
FOTU_8883									0	0		0	0
FOTU_6349	Fungi								0	0		0	0
FOTU_3920	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0	Fungi	98.919	93
FOTU_11475	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_4256	Fungi	Rozellomycota							0	0	Fungi	93.532	100
FOTU_8015	Fungi								0	0		0	0
FOTU_5544	Fungi								0	0		0	0
FOTU_6437									0	0		0	0
FOTU_7207	Fungi	Glomeromycota	Glomeromycetes	Glomerales					0	0		0	0
FOTU_8540	Fungi	Chytridiomycota							0	0	Fungi	83.607	60
FOTU_3536	Fungi	Chytridiomycota							0	0		0	0
FOTU_4669	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon			0	0	Fungi	96.517	100
FOTU_5180	Protista								0	0		0	0
FOTU_9348	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				0	0	Fungi	85.854	100
FOTU_5236	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0		0	0
FOTU_4248	Fungi	Ascomycota	Lecanoromycetes						0	0		0	0
FOTU_5239	Fungi	Glomeromycota	Glomeromycetes	Glomerales					0	0		0	0
FOTU_6845	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus			0	0		0	0
FOTU_8763	Fungi	Ascomycota							0	0		0	0
FOTU_11027	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_7555	Fungi								0	0		0	0
FOTU_4709	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia			0	0	Fungi	92.105	92
FOTU_11489	Fungi								0	0		0	0
FOTU_4150	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon rudus		0	0	Fungi	100.000	100
FOTU_5540	Fungi	Chytridiomycota							0	0		0	0
FOTU_7138	Fungi	Anthophyta	Eudicotyledonae						0	0		0	0
FOTU_9643									0	0		0	0
FOTU_6370	Fungi								0	0		0	0
FOTU_4956	Fungi	Ascomycota							0	0		0	0
FOTU_3226	Rhizaria	Cercozoa							0	0		0	0
FOTU_4298	Rhizaria	Cercozoa							0	0		0	0
FOTU_7903	Fungi								0	0		0	0
FOTU_4419	Fungi	Chytridiomycota							0	0		0	0
FOTU_4965	Fungi	Ascomycota							0	0		0	0
FOTU_6008	Fungi								0	0		0	0
FOTU_8581									0	0		0	0
FOTU_6830	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe			0	0		0	0
FOTU_4752	Fungi								0	0	Fungi	95.522	100
FOTU_11431	Fungi								0	0		0	0
FOTU_3919	Fungi	Ascomycota							0	0		0	0
FOTU_6988	Fungi								0	0		0	0
FOTU_4159	Fungi	Chytridiomycota							0	0		0	0
FOTU_10527	Fungi	Basidiomycota							0	0		0	0
FOTU_8169	Rhizaria	Cercozoa							0	0		0	0
FOTU_3497	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Dothideomycetes_sp.|GLBRC216	100.000	66	Fungi	99.500	100
FOTU_6871	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae				0	0		0	0
FOTU_3492									0	0		0	0
FOTU_5591	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	Acremonium sp 		0	0	Fungi	94.500	100
FOTU_8011	Rhizaria	Cercozoa							0	0	Rhizaria	86.667	98
FOTU_6151	Fungi	Basidiomycota	Agaricomycetes	Auriculariales					0	0	Fungi	97.802	91
FOTU_11100	Fungi								0	0		0	0
FOTU_3964	Fungi								0	0		0	0
FOTU_10081	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_2799	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0		0	0
FOTU_5419	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_9632	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora			0	0		0	0
FOTU_6153	Fungi	Chytridiomycota							0	0		0	0
FOTU_11908	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia			0	0		0	0
FOTU_5501	Fungi	Chytridiomycota							0	0		0	0
FOTU_3979	Fungi								0	0		0	0
FOTU_10989	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae				0	0		0	0
FOTU_7003									0	0		0	0
FOTU_8588									0	0		0	0
FOTU_8890	Fungi								0	0		0	0
FOTU_3662	Fungi	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_4205	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0	Fungi	81.646	78
FOTU_5539	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0		0	0
FOTU_7296	Fungi	Ascomycota							0	0		0	0
FOTU_3641	Fungi	Chytridiomycota							0	0		0	0
FOTU_6465	Fungi	Ascomycota							0	0		0	0
FOTU_6235	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus	Gymnopilus spectabilis		0	0	Fungi	97.500	100
FOTU_6733	Fungi	Ascomycota	Dothideomycetes	Capnodiales					0	0	Fungi	86.275	100
FOTU_6934									0	0		0	0
FOTU_8889	Fungi	Ascomycota	Dothideomycetes	Incertae_sedis	Incertae_sedis	Catinella	Catinella olivacea		0	0	Fungi	98.500	100
FOTU_3995	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0		0	0
FOTU_5619	Fungi	Chytridiomycota							0	0		0	0
FOTU_5615	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_8539	Fungi	Ascomycota							0	0		0	0
FOTU_6179	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_7466	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_7335	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			0	0	Fungi	95.500	100
FOTU_5831	Fungi	Chytridiomycota							0	0		0	0
FOTU_3936	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium mucidum		0	0	Fungi	96.429	98
FOTU_10876									0	0		0	0
FOTU_8124	Fungi	Ascomycota							0	0		0	0
FOTU_8752	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_4957	Fungi	Mucoromycota	Mucoromycetes	Mucorales					0	0	Fungi	83.648	78
FOTU_3673	Protista								0	0		0	0
FOTU_8744									0	0		0	0
FOTU_3672	Fungi	Basidiomycota	Agaricomycetes	Corticiales					0	0	Fungi	83.582	66
FOTU_10225									0	0		0	0
FOTU_3299	Fungi	Ascomycota	Sordariomycetes						0	0	Fungi	87.755	73
FOTU_9772									0	0		0	0
FOTU_4376									0	0		0	0
FOTU_8882									0	0		0	0
FOTU_6645	Fungi								0	0		0	0
FOTU_8227	Fungi								0	0		0	0
FOTU_5382	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum morganii		0	0	Fungi	99.371	80
FOTU_5527	Fungi								0	0		0	0
FOTU_6400	Fungi	Ascomycota							0	0		0	0
FOTU_5830	Fungi	Ascomycota	Dothideomycetes						0	0		0	0
FOTU_10523	Fungi	Ascomycota							0	0		0	0
FOTU_3165	Rhizaria	Cercozoa							0	0		0	0
FOTU_4158	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania			0	0	Fungi	100.000	100
FOTU_7538	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium			0	0	Fungi	89.706	68
FOTU_5671	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_6675	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales					0	0		0	0
FOTU_8760	Alveolata	Dinophyta	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium			0	0		0	0
FOTU_9617	Rhizaria	Cercozoa							0	0		0	0
FOTU_6152	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae				0	0		0	0
FOTU_8206									0	0		0	0
FOTU_10877									0	0		0	0
FOTU_3657									0	0		0	0
FOTU_2433	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Incertae_sedis	Chrysosporium	Chrysosporium shanxiense		0	0	Fungi	97.268	92
FOTU_4279	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania			0	0	Fungi	94.479	82
FOTU_9621	Fungi	Ascomycota							0	0		0	0
FOTU_5841	Fungi	Glomeromycota							0	0		0	0
FOTU_11926	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella			0	0	Fungi	95.960	99
FOTU_8743	Rhizaria	Cercozoa							0	0		0	0
FOTU_3774	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales					0	0		0	0
FOTU_5647	Fungi								0	0		0	0
FOTU_8762									0	0		0	0
FOTU_5829	Fungi	Chytridiomycota							0	0		0	0
FOTU_7044	Fungi								0	0		0	0
FOTU_8727	Fungi	Chytridiomycota							0	0		0	0
FOTU_5951	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0		0	0
FOTU_4325	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Melanoleuca			0	0	Fungi	97.500	100
FOTU_2284	Rhizaria	Cercozoa							0	0	Rhizaria	96.078	100
FOTU_8678	Fungi								0	0		0	0
FOTU_4485	Fungi								0	0		0	0
FOTU_6433	Rhizaria	Cercozoa							0	0		0	0
FOTU_6402									0	0		0	0
FOTU_8541	Protista								0	0		0	0
FOTU_9195	Rhizaria	Cercozoa							0	0		0	0
FOTU_6838	Fungi								0	0		0	0
FOTU_6805	Fungi	Ascomycota	Sordariomycetes						0	0	Fungi	82.212	100
FOTU_8133	Fungi								0	0		0	0
FOTU_4913	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus fimicola		0	0	Fungi	100.000	100
FOTU_6472	Fungi	Ascomycota							0	0		0	0
FOTU_7086	Fungi	Ascomycota							0	0		0	0
FOTU_10269	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_7826	Fungi	Chytridiomycota							0	0		0	0
FOTU_4916	Rhizaria	Cercozoa							0	0	Rhizaria	87.586	72
FOTU_4966	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Chlamydocillium	Chlamydocillium cyanophilum		0	0	Fungi	99.367	79
FOTU_3971	Fungi	Chytridiomycota							0	0		0	0
FOTU_4505	Fungi	Chytridiomycota							0	0		0	0
FOTU_6180	Rhizaria	Cercozoa							0	0		0	0
FOTU_6108	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0	Fungi	90.863	98
FOTU_10966	Fungi	Ascomycota	Lecanoromycetes						0	0		0	0
FOTU_6392	Fungi	Chytridiomycota							0	0		0	0
FOTU_5602	Fungi	Ascomycota							0	0		0	0
FOTU_5579									0	0		0	0
FOTU_8328	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe			0	0		0	0
FOTU_8684	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0	Fungi	100.000	100
FOTU_6217	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_6515	Fungi								0	0		0	0
FOTU_10973	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius controversus		0	0	Fungi	99.497	99
FOTU_5179	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces			0	0	Fungi	93.596	100
FOTU_11487	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0		0	0
FOTU_8718									0	0		0	0
FOTU_6720									0	0		0	0
FOTU_4649	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia acerosa		0	0	Fungi	95.567	100
FOTU_4959	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales					0	0		0	0
FOTU_3866									0	0		0	0
FOTU_6154	Fungi	Chytridiomycota							0	0		0	0
FOTU_10224									0	0		0	0
FOTU_5176	Fungi								0	0		0	0
FOTU_5888	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis phlyctidospora		0	0	Fungi	100.000	100
FOTU_4570	Rhizaria	Cercozoa							0	0		0	0
FOTU_6969	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0	Fungi	93.103	100
FOTU_6873	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_3602	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella			0	0		0	0
FOTU_9898	Rhizaria	Cercozoa							0	0		0	0
FOTU_10899	Fungi								0	0		0	0
FOTU_4606	Fungi	Ascomycota	Leotiomycetes						0	0	Fungi	93.532	100
FOTU_11813	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_5191	Fungi	Chytridiomycota							0	0		0	0
FOTU_9766									0	0		0	0
FOTU_5891	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea		0	0	Fungi	87.582	75
FOTU_8764	Fungi	Basidiomycota	Agaricomycetes	Polyporales					0	0		0	0
FOTU_5280	Protista								0	0		0	0
FOTU_5120	Fungi								0	0		0	0
FOTU_4053	Fungi	Chytridiomycota							0	0		0	0
FOTU_5326	Fungi	Chytridiomycota							0	0		0	0
FOTU_7490	Fungi	Ascomycota							0	0		0	0
FOTU_4177	Fungi	Ascomycota	Leotiomycetes						0	0	Fungi	99.000	100
FOTU_4379	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella sp 		0	0	Fungi	94.500	100
FOTU_3940	Fungi	Chytridiomycota							0	0	Fungi	89.542	76
FOTU_5327	Fungi								0	0	Fungi	95.500	100
FOTU_11784	Fungi								0	0	Fungi	84.810	77
FOTU_10913	Fungi								0	0		0	0
FOTU_11838									0	0		0	0
FOTU_5346	Rhizaria	Cercozoa							0	0		0	0
FOTU_4873	Fungi								0	0		0	0
FOTU_7463	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Fayodia	Fayodia gracilipes		0	0	Fungi	100.000	77
FOTU_6366	Fungi								0	0		0	0
FOTU_4358	Fungi	Ascomycota							0	0		0	0
FOTU_8152	Fungi								0	0		0	0
FOTU_6063	Fungi	Basidiomycota	Exobasidiomycetes						0	0		0	0
FOTU_3110	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala fusca		0	0	Fungi	98.758	81
FOTU_5086									0	0		0	0
FOTU_9384	Fungi								0	0		0	0
FOTU_4921	Alveolata	Ciliophora	Spirotrichea						0	0		0	0
FOTU_11787	Fungi	Glomeromycota	Glomeromycetes						0	0		0	0
FOTU_5956	Fungi	Ascomycota							0	0		0	0
FOTU_4141	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis			0	0	Fungi	95.402	87
FOTU_5381	Fungi								0	0	Fungi	91.045	100
FOTU_5835	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae				0	0		0	0
FOTU_6196									0	0		0	0
FOTU_6566									0	0		0	0
FOTU_9139	Fungi								0	0		0	0
FOTU_3719	Fungi	Ascomycota							0	0	Fungi	92.258	77
FOTU_6428									0	0		0	0
FOTU_8881	Fungi								0	0		0	0
FOTU_4819	Fungi	Ascomycota							0	0		0	0
FOTU_8014	Fungi	Chytridiomycota							0	0		0	0
FOTU_6672	Rhizaria	Cercozoa							0	0		0	0
FOTU_4703	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae				0	0	Fungi	99.000	100
FOTU_3761	Fungi								0	0	Fungi	89.855	69
FOTU_10997	Fungi	Basidiomycota	Agaricomycetes	Cantharellales					0	0		0	0
FOTU_7627	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	Acremonium furcatum		0	0	Fungi	96.020	100
FOTU_8645	Fungi								0	0		0	0
FOTU_8231	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hemimycena	Hemimycena mairei		0	0	Fungi	98.052	77
FOTU_8886	Fungi	Ascomycota	Sordariomycetes						0	0	Fungi	96.500	100
FOTU_4584	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_7841	Fungi								0	0		0	0
FOTU_7461	Rhizaria	Cercozoa							0	0	Rhizaria	92.258	77
FOTU_3413	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae				0	0		0	0
FOTU_3109	Fungi	Chytridiomycota							0	0		0	0
FOTU_7899									0	0		0	0
FOTU_9769									0	0		0	0
FOTU_4124	Fungi								0	0		0	0
FOTU_6373	Fungi								0	0		0	0
FOTU_6788									0	0		0	0
FOTU_5185	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_6802	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon			0	0	Fungi	98.995	99
FOTU_2693	Fungi	Ascomycota	Pezizomycetes	Pezizales					0	0	Fungi	100.000	77
FOTU_8051	Fungi								0	0		0	0
FOTU_8582	Fungi								0	0		0	0
FOTU_3298	Fungi								0	0		0	0
FOTU_4039	Fungi								0	0	Fungi	91.558	77
FOTU_7896	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0	Fungi	87.261	77
FOTU_10170	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella tsukubaensis		0	0	Fungi	90.789	76
FOTU_5292									0	0		0	0
FOTU_8866	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0		0	0
FOTU_6835	Fungi								0	0		0	0
FOTU_7774	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Pteridiospora	Pteridiospora sp 		0	0	Fungi	88.000	100
FOTU_2508	Fungi	Chytridiomycota							0	0		0	0
FOTU_10984	Alveolata	Ciliophora	Spirotrichea						0	0		0	0
FOTU_9159									0	0		0	0
FOTU_7076	Fungi	Ascomycota	Dothideomycetes						0	0		0	0
FOTU_7184	Fungi								0	0	Fungi	99.248	67
FOTU_8532	Rhizaria	Cercozoa							0	0		0	0
FOTU_7002	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales					0	0		0	0
FOTU_8330	Fungi	Ascomycota							0	0		0	0
FOTU_5117	Fungi								0	0		0	0
FOTU_4186	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_8230	Fungi	Ascomycota							0	0		0	0
FOTU_3095	Fungi								0	0		0	0
FOTU_6219	Fungi								0	0		0	0
FOTU_7773	Fungi								0	0		0	0
FOTU_8682									0	0		0	0
FOTU_3454	Rhizaria	Cercozoa							0	0		0	0
FOTU_5614	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae				0	0	Fungi	97.761	67
FOTU_11896	Viridiplantae								0	0		0	0
FOTU_9634									0	0		0	0
FOTU_8538	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_4050	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora	Pyxidiophora arvernensis		0	0	Fungi	91.371	98
FOTU_7614	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae				0	0	Fungi	98.958	96
FOTU_5942	Metazoa								0	0		0	0
FOTU_4426	Fungi	Chytridiomycota	Chytridiomycetes						0	0	Fungi	91.824	77
FOTU_10327	Fungi	Chytridiomycota							0	0		0	0
FOTU_6991	Fungi								0	0		0	0
FOTU_5657	Rhizaria	Cercozoa							0	0		0	0
FOTU_6124									0	0		0	0
FOTU_4368									0	0		0	0
FOTU_8207	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_4574	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales					0	0	Fungi	88.321	69
FOTU_5943	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_4884	Fungi	Ascomycota							0	0		0	0
FOTU_4430	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces			0	0	Fungi	86.538	100
FOTU_7541	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_10155	Rhizaria	Cercozoa							0	0		0	0
FOTU_8579	Fungi	Chytridiomycota							0	0		0	0
FOTU_8654	Fungi	Chytridiomycota							0	0		0	0
FOTU_8880									0	0		0	0
FOTU_11011	Rhizaria	Cercozoa							0	0		0	0
FOTU_9633	Fungi								0	0		0	0
FOTU_6280	Fungi								0	0		0	0
FOTU_6244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae				0	0		0	0
FOTU_9845									0	0		0	0
FOTU_9783	Rhizaria	Cercozoa							0	0		0	0
FOTU_7833	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			0	0	Fungi	97.500	100
FOTU_4964	Fungi								0	0		0	0
FOTU_9391									0	0		0	0
FOTU_10098									0	0		0	0
FOTU_6847	Fungi								0	0	Fungi	92.611	100
FOTU_4923	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus			0	0	Fungi	93.820	88
FOTU_2876	Fungi	Ascomycota							0	0		0	0
FOTU_3554	Fungi	Chytridiomycota							0	0		0	0
FOTU_4717	Fungi	Chytridiomycota							0	0	Fungi	82.938	100
FOTU_10074	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_9851	Rhizaria	Cercozoa							0	0		0	0
FOTU_7622									0	0		0	0
FOTU_6562	Fungi	Glomeromycota							0	0		0	0
FOTU_5580									0	0		0	0
FOTU_6834	Fungi								0	0		0	0
FOTU_4722	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0		0	0
FOTU_3828	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus petasatus		0	0	Fungi	97.326	93
FOTU_4580	Fungi	Ascomycota	Leotiomycetes	Helotiales					0	0	Fungi	77.723	99
FOTU_7175	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_8748	Rhizaria	Cercozoa							0	0		0	0
FOTU_8681									0	0		0	0
FOTU_6434	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana		0	0	Fungi	100.000	77
FOTU_3988	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma winterhoffii		0	0	Fungi	98.969	97
FOTU_10102	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
FOTU_4066	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma			0	0	Fungi	98.582	71
FOTU_10341	Fungi	Chytridiomycota							0	0		0	0
FOTU_10073	Fungi								0	0	Fungi	88.024	77
FOTU_3667	Fungi	Chytridiomycota							0	0		0	0
FOTU_8153	Fungi	Ascomycota							0	0		0	0
FOTU_3850	Fungi	Chytridiomycota							0	0	Fungi	81.095	100
FOTU_5329	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria rubi		0	0	Fungi	92.683	99
FOTU_7481	Fungi	Ascomycota	Sordariomycetes	Hypocreales					0	0	Fungi	100.000	77
FOTU_5624	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma infula		0	0	Fungi	94.500	100
FOTU_9900	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0	Fungi	99.351	77
FOTU_4035	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_5254	Alveolata	Ciliophora							0	0		0	0
FOTU_6576									0	0		0	0
FOTU_8615	Fungi								0	0		0	0
FOTU_6798	Fungi	Glomeromycota	Glomeromycetes						0	0		0	0
FOTU_6990									0	0		0	0
FOTU_9091	Fungi	Basidiomycota	Agaricomycetes	Agaricales					0	0		0	0
FOTU_9897	Fungi	Basidiomycota	Agaricomycetes						0	0		0	0
FOTU_6673	Fungi	Rozellomycota							0	0		0	0
FOTU_4578	Rhizaria	Cercozoa							0	0		0	0
FOTU_4954	Protista								0	0		0	0
FOTU_8171									0	0		0	0
FOTU_5043	Fungi	Chytridiomycota							0	0		0	0
FOTU_8140	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Perenniporia	Perenniporia fergusii		0	0	Fungi	97.076	86
FOTU_6233									0	0		0	0
FOTU_4074									0	0		0	0
FOTU_10910									0	0		0	0
FOTU_8635	Rhizaria	Cercozoa							0	0		0	0
FOTU_6966	Rhizaria	Cercozoa	Incertae_sedis						0	0		0	0
