OTU_ID,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,Taxon
OTU_756,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,0,8,10,40,4,0,0,0,Cladophialophora_chaetospira
OTU_344,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomentella
OTU_855,10,4,4,0,0,0,20,18,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,6,Devriesia
OTU_347,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,Cladonia_ramulosa
OTU_555,0,0,0,0,0,0,0,0,0,4,10,10,14,16,34,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_621,0,4,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,6,Paraphoma
OTU_766,0,0,4,16,0,12,0,10,0,0,0,4,0,16,0,0,0,0,0,0,0,10,0,0,0,10,6,Mycena_maculata
OTU_825,8,8,0,4,6,4,0,22,26,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaetothyriales
OTU_313,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomentella
OTU_387,0,0,0,64,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_438,0,0,0,0,0,0,0,0,0,0,0,22,44,0,0,0,0,0,0,16,0,0,0,0,4,0,0,Eurotiales
OTU_463,0,18,0,0,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Helotiales
OTU_482,0,24,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Gorgomyces
OTU_871,8,4,22,0,0,8,4,0,0,0,4,0,6,0,0,0,0,4,0,0,4,0,12,8,0,0,0,Hypocreales
OTU_357,12,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistotrema
OTU_436,0,50,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Chaetothyriales
OTU_375,0,8,0,0,4,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mucor_circinelloides
OTU_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,64,0,0,0,0,8,0,Byssoporia_terrestris
OTU_323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,GS11
OTU_351,0,0,0,70,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaeorhizomyces
OTU_353,0,0,0,0,0,0,0,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaetothyriales
OTU_424,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,Macowanites_chlorinosmus
OTU_427,8,0,0,0,0,14,0,0,0,0,50,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Serendipitaceae
OTU_499,0,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,50,0,0,0,Galeaticarpa_aomoriensis
OTU_506,0,0,14,52,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cortinarius_junghuhnii
OTU_531,0,0,6,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bifiguratus_adelaidae
OTU_571,22,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,28,0,0,0,0,0,Hysterangium_separabile
OTU_728,4,0,0,0,0,0,0,18,22,10,0,0,6,0,0,0,0,0,0,0,4,0,0,0,14,0,0,Cladophialophora
OTU_1353,0,0,0,0,0,0,0,0,0,10,24,8,0,6,0,4,0,6,0,0,8,0,0,6,0,4,0,Umbelopsis_dimorpha
OTU_335,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dothideomycetes
OTU_468,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12,20,0,0,0,Anthostomella_leucospermi
OTU_487,0,0,0,0,0,0,0,4,0,0,20,4,0,0,4,0,36,0,0,0,0,0,0,8,0,0,0,Clitopilus_hobsonii
OTU_537,4,0,14,0,36,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,0,Lycoperdon_subumbrinum
OTU_389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,0,Eurotiomycetes
OTU_498,0,0,0,0,4,0,50,10,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,Ascomycota
OTU_934,0,12,16,10,8,0,6,6,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Dothideomycetes
OTU_664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,12,0,8,0,18,20,0,0,0,Cephalotheca
OTU_827,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,14,0,0,0,GS37
OTU_370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8,0,0,0,0,0,0,0,Hypogymnia_tubulosa
OTU_433,0,0,0,6,0,0,6,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,Myriodontium_keratinophilum
OTU_437,0,48,0,0,4,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Sebacinales
OTU_519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,58,0,0,0,Chaetothyriales
OTU_423,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,Tomentella
OTU_1563,6,44,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortierella_gamsii
OTU_470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,44,0,0,0,Helotiales
OTU_612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,6,0,16,0,0,0,Helotiales
OTU_620,0,0,0,0,0,0,4,6,0,0,0,0,0,6,0,24,0,0,0,0,0,0,0,14,0,8,0,Oidiodendron_flavum
OTU_885,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,Helotiales
OTU_535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,22,0,Mortierella_macrocystis
OTU_538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,0,10,0,Helotiales
OTU_595,0,12,0,0,0,0,0,0,4,0,6,0,0,4,4,0,0,30,0,0,0,0,0,0,0,0,0,Inocybe
OTU_1107,0,0,0,0,0,0,0,6,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,Cenococcum
OTU_1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,46,0,0,8,0,0,Helotiales
OTU_589,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,4,0,0,0,0,0,30,0,4,0,0,0,Herpotrichiellaceae
OTU_649,0,20,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Kabatiella
OTU_670,0,0,0,0,0,0,0,0,0,0,4,8,8,0,10,0,0,0,4,0,0,0,0,0,24,0,0,Ascomycota
OTU_422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,Anungitea_grevilleae
OTU_425,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,46,0,0,Auriculariales
OTU_667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,16,0,0,0,Eurotiomycetes
OTU_860,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,GS33
OTU_1297,0,0,0,22,0,8,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ascomycota
OTU_1628,0,0,0,0,0,0,0,0,0,4,0,8,8,8,18,0,0,0,0,0,0,8,0,0,0,0,0,Ascomycota
OTU_415,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,Clavulina
OTU_489,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cladophialophora
OTU_544,0,0,30,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,Helotiales
OTU_554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,24,0,0,0,Craterellus_calicornucopioides
OTU_645,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,Coltricia_pyrophila
OTU_788,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,14,14,Sordariomycetes
OTU_400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,Heterocephalacria
OTU_594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,Pezoloma_ericae
OTU_758,0,6,4,0,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,Neonectria_candida
OTU_763,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,6,8,Terfezia_cistophila
OTU_781,0,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,Mucor_racemosus
OTU_967,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,0,0,0,Exophiala_nigra
OTU_1023,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,16,8,10,0,0,0,0,0,Helotiales
OTU_428,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cutaneotrichosporon_moniliiforme
OTU_441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,Pseudopithomyces_rosae
OTU_456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,Ascomycota
OTU_502,0,0,0,44,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petrakia
OTU_585,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortierellaceae
OTU_659,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Dothideomycetes
OTU_419,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Squamanita_odorata
OTU_434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,Inocybe
OTU_458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,Hyaloscypha
OTU_541,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Chaetothyriales
OTU_623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,8,0,0,0,0,0,0,0,0,0,0,Clavaria_argillacea
OTU_661,0,0,20,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clavaria
OTU_712,6,0,4,22,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,Preussia_flanaganii
OTU_793,20,20,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaeorhizomyces
OTU_947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,Helotiales
OTU_426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,Arachnopeziza_aurelia
OTU_465,0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lichenomphalia_velutina
OTU_534,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,Tomentella
OTU_654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,16,0,0,Coniosporium
OTU_848,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,Cladosporiaceae
OTU_864,0,4,0,0,0,0,0,0,0,0,8,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Leotiomycetes
OTU_881,0,0,0,0,0,32,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leccinellum_corsicum
OTU_899,0,0,0,0,0,0,0,0,0,0,6,0,6,0,12,0,0,0,0,0,0,0,0,0,22,0,0,Geminibasidium_hirsutum
OTU_995,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,10,0,0,Basidiomycota
OTU_1219,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,Helotiales
OTU_517,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alternaria_eureka
OTU_588,0,0,0,0,0,26,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thelephoraceae
OTU_913,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,12,0,Trichosporonales
OTU_580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,Protoventuria_alpina
OTU_591,0,8,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tausonia_pullulans
OTU_627,22,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eurotiomycetes
OTU_657,0,0,0,0,0,0,0,0,0,0,22,6,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Ceratobasidiaceae
OTU_694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,18,0,0,0,0,Chloridium
OTU_751,26,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acremonium
OTU_804,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,12,0,0,0,0,0,Cladonia_humilis
OTU_1222,4,0,0,0,4,0,0,0,4,4,6,4,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,Malassezia_restricta
OTU_493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,Cortinarius_quercoconicus
OTU_557,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oidiodendron
OTU_703,0,18,0,0,10,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lindgomyces_apiculatus
OTU_846,4,4,14,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oidiodendron
OTU_862,8,16,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Lipomyces_kockii
OTU_1093,0,0,0,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,Ambispora_fennica
OTU_600,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basidiobolus_ranarum
OTU_745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,GS37
OTU_814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,16,0,0,0,0,0,Tomentella
OTU_826,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,10,0,10,Helotiales
OTU_1013,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,Penicillium
OTU_1039,0,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agaricomycetes
OTU_492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,Sebacinales
OTU_592,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe_whitei
OTU_662,0,8,0,0,0,0,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clavulina
OTU_704,0,0,0,6,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Macrophomina_pseudophaseolina
OTU_709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,Cryptococcus
OTU_713,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eurotiomycetes
OTU_887,0,8,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,Herpotrichiellaceae
OTU_960,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,Chaetothyriales
OTU_992,4,0,0,4,6,0,10,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,Pisolithus_capsulifer
OTU_1067,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortierella_basiparvispora
OTU_1090,0,0,0,0,0,0,0,0,0,0,14,0,0,12,0,4,0,4,0,0,0,0,0,0,0,0,0,Umbelopsis_dimorpha
OTU_515,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cotylidia_undulata
OTU_562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,Acremonium_lichenicola
OTU_640,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,Verticillium
OTU_653,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0,0,0,Syncephalis
OTU_723,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,GS11
OTU_926,6,14,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eurotiales
OTU_1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,Capronia
OTU_1321,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,8,0,0,4,0,4,0,0,0,Cladophialophora
OTU_1368,0,0,4,4,0,8,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,Westerdykella_reniformis
OTU_563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,Cantharellales
OTU_582,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,Helotiales
OTU_633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,Paraphoma_fimeti
OTU_635,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ascomycota
OTU_681,0,0,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe
OTU_744,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,Agaricales
OTU_878,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,4,4,0,0,0,8,Pseudoplectania_ericae
OTU_988,0,0,0,0,0,4,10,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,14,4,0,0,Gremmenia_infestans
OTU_546,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sordariales
OTU_549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,Thelephora_penicillata
OTU_687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,4,0,0,Pleosporales
OTU_730,4,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,Mycena_metata
OTU_767,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,Tricholoma_albobrunneum
OTU_835,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,Scleroderma
OTU_910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,Archaeorhizomyces
OTU_1080,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,4,0,0,0,0,0,Pseudeurotium_bakeri
OTU_1147,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,4,0,0,8,0,0,Collophora
OTU_1178,4,0,0,0,10,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Devriesia_americana
OTU_1183,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,6,0,0,0,6,0,0,Ascomycota
OTU_1232,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,Sporothrix_pallida
OTU_1250,6,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Serendipita
OTU_605,0,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ostropales
OTU_672,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tomentella
OTU_716,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Herpotrichiellaceae
OTU_733,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,18,0,0,0,0,0,Helotiaceae
OTU_761,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pleurotus_floridanus
OTU_808,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,Sporormiaceae
OTU_833,0,0,0,0,0,0,0,0,0,6,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pseudocraterellus
OTU_874,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,Entoloma_llimonae
OTU_892,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10,0,0,Agaricomycetes
OTU_1035,10,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaetothyriales
OTU_1177,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Archaeospora_trappei
OTU_1707,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lachnum_virgineum
OTU_578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,Bionectria_ralfsii
OTU_629,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pseudaegerita_corticalis
OTU_639,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurtzmanomyces
OTU_718,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Rhodotorula_nothofagi
OTU_821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,4,0,0,0,Ceriporia
OTU_830,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,Umbelopsis_autotrophica
OTU_836,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helotiales
OTU_844,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe_lanuginosa
OTU_863,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,4,Chaetothyriales
OTU_867,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,Serendipita
OTU_868,0,0,0,4,6,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oidiodendron
OTU_875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,0,0,0,0,0,0,Mortierella
OTU_958,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,Mortierella
OTU_1019,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,Pezoloma_ericae
OTU_1037,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,Gorgomyces_honrubiae
OTU_1040,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,Penicillium_roqueforti
OTU_1076,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mariannaea_fusiformis
OTU_1096,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inocybe_curvipes
OTU_1126,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,0,0,0,0,0,0,0,4,0,0,0,Cosmospora_arxii
OTU_597,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Camarophyllopsis
OTU_685,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Cystobasidium_oligophagum
OTU_782,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cladonia_subulata
